"TeamID","TeamCode","TeamName","LongName","DivID","TeamStatus","TeamDesc","StatWins","StatLosses","StatTies","StatWinsPerc","StatPlayed","StatGamesBack","StatPtsScored","StatPtsAllowed","StatPtsJoint","StatPtsPerc","StatDivWins","StatDivLosses","StatDivTies","StatDivWinsPerc","StatDivPlayed","StatDivGamesBack","StatDivPtsScored","StatDivPtsAllowed","StatDivPtsJoint","StatDivPtsPerc","DateCreated","DateApproved","DateUpdated","ByCreated","ByUpdated","ByApproved","IsDescActive","IsApproved","IsPublic","IsActive","TeamContact","TeamEmail"
138,"881387D1-8AC4-4FA6-94C0-9F4BBF7022F7","B-Bombers","B-Bombers",26,"C",,8,12,0,0.4,20,6.5,147,161,308,0.477,8,12,0,0.4,20,6.5,147,161,308,0.477,,,,,,,,"1","1","1",,
139,"D5C3E8BE-B540-420C-BA07-F744506875EB","Branded","Branded",26,"C",,5,12,3,0.25,20,8,125,168,,,,,,,,4.5,,,,,,,,,,,,"1","1","1",,
140,"CBF22B54-86D1-4126-98E7-D50615968A19","Brewers","Brewers",26,"C",,4,14,2,0.25,20,9.5,106,192,298,0.356,4,14,2,0.25,20,9.5,106,192,298,0.356,,,,,,,,"1","1","1",,
141,"121B02B1-469A-4421-98B6-BC41BEEE4D18","Chix-w-Stix","Chix-w-Stix",26,"C",,12,7,1,0.625,20,2,139,109,248,0.56,12,7,1,0.625,20,2,139,109,248,0.56,,,,,,,,"1","1","1",,
142,"5D6BC885-FC67-4FC1-A371-500492FB6F75","Go! Girls","Go! Girls",26,"C","<p><span style=""background-color: rgb(245, 243, 229); color: rgb(49, 46, 37); font-family: 'segoe ui', Arial, sans-serif; line-height: 15px; "">Sponsored by GO! Magazine, the GO! Girls are back for their&nbsp;fifth season in the Women&rsquo;s Division and ready to repeat some of their past success. The girls enter the season full of talent, humor &ndash; and maybe a little bravado &ndash; that is sure to make you take notice. This season, they&rsquo;re looking for some good, clean competition on the softball field &ndash; or at the local bar&rsquo;s beer pong table!</span></p>",13,6,1,0.675,20,1,171,131,302,0.566,13,6,1,0.675,20,1,171,131,302,0.566,,,"2012-04-27 09:40:00",,78,,,"1","1","1",,
143,"D710A8E1-304C-4506-9EAB-3CDEB3DB8CDA","Silent Assassins","Silent Assassins",26,"C",,14,5,1,0.725,20,0,216,143,359,0.602,14,5,1,0.725,20,0,216,143,359,0.602,,,,,,,,"1","1","1",,
144,"9D0FCE8A-3988-4292-8CFD-8ED44EDB65C6","Bulldogs","Bulldogs",27,"C",,14,2,3,0.816,19,0,168,53,221,0.76,14,2,3,0.816,19,0,168,53,221,0.76,,,,,,,,"1","1","1",,
145,"07956F38-BE13-4446-9733-32A02E58BCC9","Dirty Birds","Dirty Birds",27,"C",,4,16,0,0.2,20,12,80,219,299,0.268,4,16,0,0.2,20,12,80,219,299,0.268,,,,,,,,"1","1","1",,
146,"72810915-18FD-4762-9E86-13CC7FCC8F44","Venom","Venom",27,"C",,4,16,0,0.2,20,12,71,242,313,0.227,4,16,0,0.2,20,12,71,242,313,0.227,,,,,,,,"1","1","1",,
147,"056C66B9-5A68-45B8-8D46-88544550CB75","Hellcats","Hellcats",27,"C",,13,5,2,0.7,20,2,177,95,272,0.651,13,5,2,0.7,20,2,177,95,272,0.651,,,,,,,,"1","1","1",,
148,"687B281C-2D66-486A-97B1-8111509912F5","Hooch's Hitters","Hooch's Hitters",27,"C",,6,12,2,0.35,20,9,108,142,250,0.432,6,12,2,0.35,20,9,108,142,250,0.432,,,,,,,,"1","1","1",,
149,"4ED9E77E-D479-431A-9B2F-9CD1F05575E8","Lady Heat","Lady Heat",27,"C",,14,4,1,0.763,19,1,205,58,263,0.779,14,4,1,0.763,19,1,205,58,263,0.779,,,,,,,,"1","1","1",,
150,"17ABF2C5-4629-4916-AD87-A1F0CD5BF0AF","Arsenal/Titans","Arsenal/Titans",28,"C",,5,4,0,0.556,9,3,121,118,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
151,"66CF4E4D-C965-412D-BCAE-0441F6EB740F","Jäger Bombers","Jäger Bombers",28,"C",,0,9,0,0,9,8,59,138,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
152,"0DE37566-B381-4B46-991D-F00DEF4FF19F","Sons O' Pitches","Sons O' Pitches",28,"C",,5,4,0,0.556,9,3,111,91,202,0.55,5,4,0,0.556,9,-0.5,111,91,202,0.55,,,,,,,,"1","1","1",,
153,"7436D66C-8FD9-4ECA-837D-96FBE3D1AE96","Warriors","Warriors",28,"C",,8,1,0,0.889,9,0,130,74,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
154,"04170A53-D19F-42A2-A1CA-CF1AB2572CF7","Bandits","Bandits",29,"C",,0,6,0,0,6,7,25,72,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
155,"96AC79F8-9643-46F7-B8D4-4436D7CFB7FB","Comets","Comets",29,"C",,0,8,0,0,8,8,32,71,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
156,"F20DF37F-8723-465F-9D4A-387B2F761DBE","Swinging Jesters","Swinging Jesters",29,"C",,7,1,0,0.875,8,1,67,22,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
157,"DC7F611B-5985-42A2-9876-302171562F68","Rookies","Rookies",29,"C",,8,0,0,1,8,0,85,44,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
158,"DA1E214F-B271-4B54-B2B6-6AEAF1B130E9","Fusion La Femme","Fusion La Femme",30,"C",,8,1,0,0.889,9,0,77,20,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
159,"93E896B3-7A37-445E-8E7E-CD016E8A4039","Hellcats","Hellcats",30,"C",,5,4,0,0.556,9,3,50,57,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
160,"1C52CC00-0185-48F6-80F7-94856DFBDD8F","Lady Heat","Lady Heat",30,"C",,2,7,0,0.222,9,6,40,71,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
161,"A168E1D4-D02C-4EC8-9E73-BE28F175CD61","Venom","Venom",30,"C",,3,6,0,0.333,9,5,47,66,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
162,"3D1EAAE4-AE7C-4D21-AC29-F70FD9936992","Wings","Wings",31,"C",,12,4,5,0.69,21,0,162,102,264,0.614,12,4,5,0.69,21,0,162,102,264,0.614,,,,,,,,"1","1","1",,
163,"6D9316EB-C303-43F9-AF58-EE029F69E293","Warriors","Warriors",31,"C",,9,8,3,0.525,20,3.5,185,191,376,0.492,9,8,3,0.525,20,3.5,185,191,376,0.492,,,,,,,,"1","1","1",,
164,"640B130A-942A-4CC2-B9AB-BE05765A537D","Titans","Titans",31,"C","<p>The Titans have been together for 9 years in the BASL. A lot of fun times on and off the ball field. After the games, you can catch the Titans at the best bar in chelsea, <a href=""http://www.gymsportsbar.com/nyhome.html"">GYM&nbsp;Sportsbar</a></p>",2,15,3,0.175,20,10.5,124,229,353,0.351,2,15,3,0.175,20,10.5,124,229,353,0.351,,,"2013-06-16 05:40:00",,355,,,"1","1","1",,
165,"73C7B7FB-D6EB-4365-88FE-232033534C63","Bandits","Bandits",31,"C",,9,8,2,0.526,19,3.5,139,105,244,0.57,9,8,2,0.526,19,3.5,139,105,244,0.57,,,,,,,,"1","1","1",,
166,"1876C8EC-E0DE-4BAB-98C7-EC72E6EDBAA2","Mavericks","Mavericks",31,"C",,13,5,4,0.682,22,0,232,140,372,0.624,13,5,4,0.682,22,0,232,140,372,0.624,,,,,,,,"1","1","1",,
167,"E99A84A6-2A8B-4085-9EE0-677E1C8FE2F5","Cyclones","Cyclones",37,"C",,10,13,0,0.435,23,7,197,205,402,0.49,9,9,0,0.5,18,5,158,147,305,0.518,,,,,,,,"1","1","1",,
168,"57879B8B-028A-487C-9F05-3E9D000D6091","Fusion","Fusion",37,"C",,13,9,1,0.587,23,3.5,228,205,433,0.527,10,8,0,0.556,18,4,171,164,335,0.51,,,,,,,,"1","1","1",,
169,"201A7600-0EBF-4FA5-AA5D-C6BA01611962","Demons","Demons",32,"C",,5,10,1,0.344,16,7,139,184,323,0.43,4,8,0,0.333,12,6,102,139,241,0.423,,,,,,,,"1","1","1",,
170,"72457C5A-21FA-4F63-A3E8-555F3097184F","Rebels","Rebels",32,"C",,11,8,0,0.579,19,3,175,153,328,0.534,8,6,0,0.571,14,3,128,125,253,0.506,,,,,,,,"1","1","1",,
171,"60452BD2-F0BD-4BBC-B67C-0934C915F209","Renegades","Renegades",32,"C",,10,6,0,0.625,16,2.5,153,104,257,0.595,7,5,0,0.583,12,3,106,80,186,0.57,,,,,,,,"1","1","1",,
172,"71A87FD8-2ED1-4A4A-A10C-570FE50AF0D2","Rams","Rams",32,"C","<p>The Rams return to the Fitzpatrick division with an experienced crew along with a few rookies. We are also the 2012 Gothams Classic D competitive champs. And now the 2013 Liberty Bell Classic D champions.</p>",5,15,0,0.25,20,9.5,159,216,375,0.424,3,11,0,0.214,14,8,109,168,277,0.394,,,"2013-05-27 12:58:00",,752,,,"1","1","1",,
173,"CFF922DE-1D15-4174-985A-D38A1465FBD3","Rookies","Rookies",32,"C","<p>&nbsp;Playing in our <strong>17th Year</strong>, the Rookies are here to challenge for a championship! &nbsp;With a talented&nbsp;group of veterans, and some new, promising Rookies, we are ready for an outstanding 2013 season.</p>",10,9,0,0.526,19,4,126,162,288,0.438,7,7,0,0.5,14,4,94,97,191,0.492,,,"2013-05-03 06:07:00",,934,,,"1","1","1",,
174,"95FB1E30-3E82-4C74-8A09-FF10C6E3DBA4","Wildcats","Wildcats",32,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
175,"446BD598-CE58-4ACB-85A6-542E62A4BFAB","Empires","Empires",32,"C",,14,5,0,0.737,19,0,219,154,373,0.587,11,3,0,0.786,14,0,172,102,274,0.628,,,,,,,,"1","1","1",,
176,"E4DF3217-935B-4E4E-9AC8-2C4D9576BCB5","Ballbreakers","Ballbreakers",33,"C",,13,7,2,0.636,22,2,232,197,429,0.541,11,7,2,0.6,20,3,208,179,387,0.537,,,,,,,,"1","1","1",,
177,"971B5FA8-DB5D-44D1-91FA-CD16B05804F2","Noreasters","Noreasters",33,"C",,13,3,4,0.75,20,0,233,130,363,0.642,11,1,4,0.813,16,0,201,98,299,0.672,,,,,,,,"1","1","1",,
178,"0DD69215-7CB1-4AE2-A1B1-38C18286A969","Sirens","Sirens",33,"C",,7,11,2,0.4,20,7,219,197,416,0.526,7,9,2,0.444,18,6,214,170,384,0.557,,,,,,,,"1","1","1",,
179,"C1E42CCB-A455-4A88-B52A-8F8208EDAF34","gatorz","gatorz",33,"C",,11,8,3,0.568,22,3.5,241,187,428,0.563,11,8,3,0.568,22,3.5,241,187,428,0.563,,,,,,,,"1","1","1",,
180,"8B137989-06C8-4B1D-A5D6-CAF456F0F1BA","Swingers","Swingers",33,"C","<p>2011 and 2012 Sachs Division Regular Season and Playoff Champions are stepping it up this year! Time to take a crack at Rainbow Division!</p>",13,5,2,0.7,20,1,184,156,340,0.541,12,4,2,0.722,18,1,173,136,309,0.56,,,"2013-08-11 08:27:00",,359,,,"1","1","1",,
181,"AE5CBFCE-344D-438D-AB1E-0117153DF909","Jesters","Jesters",34,"C","<p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p><p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p><p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p><p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p><p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p><p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p><p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p><p><span style=""font-size: 10pt; font-family: Arial; color: rgb(34, 34, 34);"">The Jesters are a fun, culturally diverse co-ed team spanning several generations.&nbsp; Our ranks include an inductee of the BASL Hall of Fame, a famous ballet dancer, NYC school teachers, attorneys, physical therapists, and many other professionals and artists. We pride ourselves on our achievements on the field and the way we band together to create a friendly, supportive athletic community.&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin: 0px; color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 13px;""><font size=""2"" face=""Arial""><span style=""font-size: 10pt;"">The Jesters also have a traveling squad called the Swinging Jesters which participates in tournaments all along the eastern seaboard with a competitive and fun reputation that follows. &nbsp;</span></font></p>",15,5,0,0.75,20,1,198,89,287,0.69,15,5,0,0.75,20,1,198,89,287,0.69,,,"2013-04-26 12:01:00",,634,,,"1","1","1",,
182,"D5702EBD-BD05-4013-AFE3-DA3EC484C4E7","Grizzlies","Grizzlies",34,"C","<p><strong>The Grizzlies, a drinking team with a softball problem, return for another fun season at BASL. </strong></p>",16,4,2,0.773,22,0,259,120,379,0.683,16,4,2,0.773,22,0,259,120,379,0.683,,,"2013-05-20 12:22:00",,245,,,"1","1","1",,
183,"56CBCD97-FE5B-401E-AFBB-6D962CC8520B","Rodeo","Rodeo",34,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
184,"1DC129E2-A478-47AF-9581-62D77CBA5500","Comets","Comets",34,"C",,12,8,0,0.6,20,4,159,142,301,0.528,12,8,0,0.6,20,4,159,142,301,0.528,,,,,,,,"1","1","1",,
185,"BE94ECCD-94B4-4497-8728-249ECD293915","Steel Magnolias","Steel Magnolias",34,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
186,"4F4EB7C3-F0F8-41BA-9811-A0CC8E6D9C31","Silent Assassins","Silent Assassins",35,"C",,7,10,3,0.425,20,5.5,147,158,305,0.482,7,10,3,0.425,20,5.5,147,158,305,0.482,,,,,,,,"1","1","1",,
187,"C758C169-65F7-40CE-BF1A-F264F6980798","Go! Girls","Go! Girls",35,"C","<p>The GO! Girls are back for their fifth season in the Women&rsquo;s Division and ready to kick off where last season left off!! The girls enter the season full of talent, humor &ndash; and maybe a little bravado &ndash; that is sure to make you take notice. They&rsquo;re looking for some good, clean competition on the softball field &ndash; or at the local bar&rsquo;s beer pong table! Generously sponsored by GO! Magazine and Walter's Bar - they look forward to seeing you at Walter's for 2 for $5 PBRs after a game soon!</p>",12,5,5,0.659,22,0.5,149,110,259,0.575,12,5,5,0.659,22,0.5,149,110,259,0.575,,,"2013-04-22 18:53:00",,78,,,"1","1","1",,
188,"BBF7C6F3-93F2-4D9E-8D5D-F9D73FA3F37A","Chix-w-Stix","Chix-w-Stix",35,"C",,12,4,8,0.667,24,0,153,101,254,0.602,12,4,8,0.667,24,0,153,101,254,0.602,,,,,,,,"1","1","1",,
189,"0B95CD3F-4946-4DCA-BDE7-9800079675A3","B-Bombers","B-Bombers",35,"C","<p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p><p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p><p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p><p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p><p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p><p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p><p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p><p>B-Bombers are excited for another season of competitive women's softball. We have made it to the Championship game 3 out of 4 times. We plan to be there again this season.</p>
<p>&nbsp;</p>",8,6,8,0.545,22,3,109,116,225,0.484,8,6,8,0.545,22,3,109,116,225,0.484,,,"2013-04-26 09:51:00",,16,,,"1","1","1",,
190,"B7906A0B-2B1B-44A2-AFE8-B9B8069014DC","Branded","Branded",35,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
191,"FD1671DA-1761-4B15-9C9C-C0C76C61A0BC","Brewers","Brewers",35,"C",,1,16,3,0.125,20,11.5,66,175,241,0.274,1,16,3,0.125,20,11.5,66,175,241,0.274,,,,,,,,"1","1","1",,
192,"37D7C240-7D3C-4A30-8EE3-901D09FC450B","All The Way Mae's","All The Way Mae's",36,"C",,6,13,0,0.316,19,10,108,157,265,0.408,6,13,0,0.316,19,10,108,157,265,0.408,,,,,,,,"1","1","1",,
193,"7BD41757-89E3-473C-B389-3E7A85DB04FB","Lady Heat","Lady Heat",36,"C",,10,9,3,0.523,22,6,106,111,217,0.488,10,9,3,0.523,22,6,106,111,217,0.488,,,,,,,,"1","1","1",,
194,"0EA26156-A30C-426F-8283-20C050B0DF91","Hellcats","Hellcats",36,"C",,9,9,2,0.5,20,6.5,151,108,,,,,,,,6.5,,,,,,,,,,,,"1","1","1",,
195,"D3DFB7EC-2386-44B3-A19A-DB020E1339A5","Hoochs Hitters","Hoochs Hitters",36,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
196,"CF29356E-32E9-41C8-9E02-C254C28BEC37","Dive Bar","Dive Bar",36,"C",,5,14,1,0.275,20,11,89,182,271,0.328,5,14,1,0.275,20,11,89,182,271,0.328,,,,,,,,"1","1","1",,
197,"76EEB232-D60D-4180-865D-D25B14EF04A3","Venom","Venom",36,"C",,9,8,5,0.523,22,6,134,142,276,0.486,9,8,5,0.523,22,6,134,142,276,0.486,,,,,,,,"1","1","1",,
198,"63937D31-6076-417E-BC65-AEE7C9DFC66B","Eagle","Eagle",31,"C",,6,11,3,0.375,20,6.5,119,194,313,0.38,6,11,3,0.375,20,6.5,119,194,313,0.38,,,,,,,,"1","1","1",,
199,"E3FBA31E-29E2-486C-BF53-876EF0606601","Arsenal","Arsenal",37,"C",,17,6,0,0.739,23,0,303,189,492,0.616,14,4,0,0.778,18,0,233,157,390,0.597,,,,,,,,"1","1","1",,
200,"5008D99B-A3C2-4ADC-A7C0-49FA4337D0D0","Diablitos","Diablitos",37,"C",,4,18,0,0.182,22,12.5,128,230,358,0.358,3,15,0,0.167,18,11,104,198,302,0.344,,,,,,,,"1","1","1",,
201,"290BEE83-F138-4E51-A931-13E39E5DABB2","Spitfire","Spitfire",33,"C","<p>&nbsp;It will be a great 2013 for the reinvigorated Spitfire team! &nbsp;Yolanda is back, this season joined by co-Manager Mike D, and we are all ready for a great season. &nbsp;Several core players remain, and the roster is rounded out by a host of talented newcomers and a few veterans from around the league who have signed-on for the Spitfire experience. &nbsp;Co-sponsored by long-time league supporters, the Dish Restaurant (201 8th Ave at 20th St) -- a great place to eat, see and be seen, and new bar/eatery Maggie Reilly's (340 9th Ave at 29th St) -- a place full of friends, food and fun, the Spitfire invites everyone to cheer us on at the field and share some cheer with us off the field! :)</p>",6,14,0,0.3,20,9,125,215,340,0.368,6,14,0,0.3,20,9,125,215,340,0.368,,,"2013-04-08 09:57:00",,23,,,"1","1","1",,
202,"F6F1D770-01DF-4D4F-AB73-E8EE18EE9BF3","Hot Shots","Hot Shots",33,"C",,2,17,1,0.125,20,12.5,82,259,341,0.24,2,17,1,0.125,20,12.5,82,259,341,0.24,,,,,,,,"1","1","1",,
203,"D1979BB8-DE24-4031-A00D-21846E9BE9BB","Bashers","Bashers",34,"C",,5,15,2,0.273,22,11,118,234,352,0.335,5,15,2,0.273,22,11,118,234,352,0.335,,,,,,,,"1","1","1",,
204,"C42452A5-14C6-4315-B123-307DDD1CC642","Beavers","Beavers",35,"C",,8,7,5,0.525,20,3.5,139,103,242,0.574,8,7,5,0.525,20,3.5,139,103,242,0.574,,,,,,,,"1","1","1",,
205,"5D8BD25C-65F5-478C-B368-BED57972B8B1","Fusion La Femme","Fusion La Femme",36,"C",,16,3,1,0.825,20,0,188,83,271,0.694,16,3,1,0.825,20,0,188,83,271,0.694,,,,,,,,"1","1","1",,
206,"D3DD68AB-3C2A-4E81-A1BB-506C6012CCD8","A-Team","A-Team",34,"C","<p><strong>The A Team is the newest team to the Sachs division.&nbsp; A is for Awesome.&nbsp; A is for Amazing.</strong></p>",2,18,4,0.167,24,14,77,226,303,0.254,2,18,4,0.167,24,14,77,226,303,0.254,,,"2013-05-10 12:29:00","1         ",173,,,"1","1","1",,
207,"F826B815-C1C8-4CE3-BDD0-637E6E80DB91","Fitz 1st Place","Fitz 1st Place",32,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
208,"B7678301-C783-4641-80EB-4949FB5EC1C0","Fitz 2nd Place","Fitz 2nd Place",32,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
209,"7DC0B60A-2B10-4A4F-9065-AB2B42A870E2","Fitz 3rd Place","Fitz 3rd Place",32,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
210,"848D2CA9-79E2-4807-A104-80AA8137C25B","Fitz 4th Place","Fitz 4th Place",32,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
211,"71EECA00-1215-4BCC-9F82-D1AE2CAFAF5B","Fitz 5th Place","Fitz 5th Place",32,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
212,"4D10A606-C0A1-4E25-B5DB-741FC7E39A52","Fitz 6th Place","Fitz 6th Place",32,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
213,"ED0BF639-DFD6-432B-96D9-5AEAD34DC208","Rain 1st Place","Rain 1st Place",33,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
214,"F8F188BA-936E-49BB-B005-50501EA187FD","Rain 2nd Place","Rain 2nd Place",33,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
215,"861486FF-4119-4B0C-BAFC-74963D8031CD","Rain 3rd Place","Rain 3rd Place",33,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
216,"354AC607-A189-47AC-AA42-8031F007CC37","Rain 4th Place","Rain 4th Place",33,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
217,"8BADE0DF-368C-47E3-97B7-768451AA0832","Rain 5th Place","Rain 5th Place",33,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
218,"BE6ACF74-BC39-41C8-B319-6CC114DCA8FF","Rain 6th Place","Rain 6th Place",33,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
219,"2F560349-8FD7-46B3-B804-F7970CAFD9F5","Rain 7th Place","Rain 7th Place",33,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
220,"7FB0D907-B710-49E7-A3AF-D4B3996C9EEA","WC Playoffs","WC Playoffs",35,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
221,"EA4A0D07-8076-4E3F-8960-AA31DF461F7A","Women Rec","Women Rec",36,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
222,"B2297F02-EEC7-4CE7-9BCB-FB4649FC5C4B","Stonewall","Stonewall",37,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0",,
223,"A97573E7-8792-4CBC-8C4F-58C7BA284B99","Rookies","Rookies",38,"C",,6,4,0,0.6,10,3,112,115,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
